sample_id,region_id,T,F,P,En
hifigan_LA_T_6303319,15,speech,low,vowel,"From 0.68 to 0.81 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hifigan_LA_T_6306026,15,speech,low,consonant,"From 2.2 to 2.8 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6306026,16,speech,low,vowel,"From 3.2 to 3.4 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hifigan_LA_T_6318366,11,speech,mid,consonant,"From 1.68 to 1.79 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6318366,14,speech,low,consonant,"From 1.28 to 1.68 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6318366,15,speech,low,consonant,"From 0.79 to 1.28 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6320963,14,speech,low,vowel,"From 0.8 to 1.6 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hifigan_LA_T_6320963,15,speech,low,consonant,"This low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hifigan_LA_T_6320963,16,speech,low,vowel,"From 0.79 to 1.00 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hifigan_LA_T_6321801,7,speech,mid,vowel,"From 2.44 to 2.73 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_T_6321801,15,speech,low,vowel,"From 2.4 to 2.6 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hifigan_LA_T_6321801,16,speech,low,consonant,This low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hifigan_LA_T_6322780,11,speech,mid,consonant,"From 2.42 to 2.58 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6322780,14,speech,low,vowel,"From 0.86 to 1.03 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hifigan_LA_T_6322780,15,speech,low,consonant,"From 1.47 to 1.60 seconds, this low-frequency region shows a weak, smeared spectral transition with missing transient detail. Because the region is aligned with a consonant, the loss of transient definition can directly reduce articulation and intelligibility."
hifigan_LA_T_6324213,6,speech,mid,consonant,"From 0.98 to 1.23 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6324213,14,speech,low,consonant,"From 0.7 to 1.0 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6324213,16,speech,low,consonant,"From 0.98 to 1.23 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6324553,14,speech,low,vowel,"From 0.8 to 1.6 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hifigan_LA_T_6324553,15,speech,low,vowel,"From 2.4 to 2.86 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_T_6324553,16,speech,low,consonant,"From 3.01 to 3.81 seconds, this low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hifigan_LA_T_6328130,14,speech,low,consonant,"From 0.9 to 1.2 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6328130,15,speech,low,consonant,This low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hifigan_LA_T_6328130,16,speech,low,consonant,"From 0.8 to 1.0 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_T_6334483,11,speech,mid,consonant,"From 2.06 to 2.31 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hifigan_LA_T_6334483,15,speech,low,consonant,"From 0.8 to 1.0 seconds, this low-frequency region shows a weak, smeared spectral transition with missing transient detail. Because the region is aligned with a consonant, the loss of transient definition can directly reduce articulation and intelligibility."
hifigan_LA_T_6334757,7,speech,mid,consonant,"From 1.61 to 1.96 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hifigan_LA_T_6334757,15,speech,low,consonant,This low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
